1	82
2	279
3	245
4	68
5	31
6	283
7	246
8	114
9	286
10	225
11	368
12	99
13	102
14	95
15	45
16	175
17	73
18	99
19	54
20	181
21	189
22	104
23	194
24	116
25	120
26	56
27	5
28	60
29	108
30	131
31	32
32	63
33	297
34	165
35	60
36	125
37	100
38	101
39	21
40	343
41	268
42	40
